date,days,rain,sun_hours,temp_max,temp_mean,temp_min,vapor_max,vapor_mean,vapor_min,wind_mean,rain_status
13/09/2018,256,0.2,5.6,32.2,28.1,25.9,16.8,30.9,29.2,1.0,Mưa không đáng kể
14/09/2018,257,4.3,4.1,31.5,26.4,24.9,5.2,31.0,29.0,0.8,Mưa nhỏ
15/09/2018,258,32.8,2.8,31.1,26.8,24.8,10.6,30.4,29.5,0.3,Mưa to
16/09/2018,259,0.7,7.4,30.7,27.2,25.4,11.5,30.8,30.0,1.5,Mưa
17/09/2018,260,4.5,0.5,29.4,26.4,24.6,8.1,30.5,30.2,1.3,Mưa nhỏ
18/09/2018,261,4.0,5.2,30.6,26.5,24.7,11.1,29.8,26.8,0.8,Mưa nhỏ
19/09/2018,262,0.1,8.5,32.0,28.0,24.6,17.0,30.6,29.2,0.3,Mưa không đáng kể
20/09/2018,263,0.0,8.7,32.7,29.0,25.7,16.4,31.2,30.4,0.0,Không mưa
21/09/2018,264,1.1,6.1,31.6,27.6,24.9,15.6,31.4,30.3,0.0,Mưa
22/09/2018,265,21.9,2.9,31.0,26.1,24.8,2.8,31.5,29.1,0.0,Mưa vừa
23/09/2018,266,0.5,5.8,31.5,27.2,24.7,10.0,31.1,30.3,0.5,Mưa
24/09/2018,267,0.2,6.8,33.0,28.5,26.1,16.0,31.7,30.4,0.5,Mưa không đáng kể
25/09/2018,268,18.6,4.3,32.5,27.8,24.4,15.9,31.6,30.2,0.0,Mưa vừa
26/09/2018,269,0.0,9.6,34.0,28.1,24.6,20.0,30.9,27.6,0.3,Không mưa
27/09/2018,270,0.2,9.6,33.5,29.0,26.4,21.0,31.3,27.3,0.5,Mưa không đáng kể
28/09/2018,271,0.3,8.5,33.5,29.5,26.8,16.7,33.3,32.5,0.5,Mưa không đáng kể
29/09/2018,272,3.6,3.0,31.5,28.7,27.3,8.9,34.1,33.3,0.3,Mưa nhỏ
30/09/2018,273,18.0,3.8,30.2,27.1,25.9,4.3,33.4,32.4,0.0,Mưa vừa
1/10/2018,274,3.0,7.5,32.8,28.6,25.9,16.2,33.1,32.4,0.3,Mưa
2/10/2018,275,2.0,3.6,32.2,27.8,25.9,14.0,31.6,30.7,0.5,Mưa
3/10/2018,276,13.8,8.7,31.8,27.0,24.4,11.7,30.4,29.5,0.3,Mưa vừa
4/10/2018,277,3.7,6.3,31.5,26.9,25.1,9.7,31.3,30.5,1.0,Mưa nhỏ
5/10/2018,278,4.5,3.0,30.9,27.1,25.3,12.6,31.7,30.9,1.0,Mưa nhỏ
6/10/2018,279,4.4,9.5,32.7,27.7,24.5,17.9,31.3,30.4,1.0,Mưa nhỏ
7/10/2018,280,0.2,5.6,32.4,28.6,25.9,17.3,31.6,29.7,0.3,Mưa không đáng kể
8/10/2018,281,0.1,8.9,32.7,28.8,25.7,18.9,31.2,29.5,0.5,Mưa không đáng kể
9/10/2018,282,0.2,8.7,33.4,29.2,26.1,23.4,30.2,26.4,0.3,Mưa không đáng kể
10/10/2018,283,0.2,10.0,33.6,29.5,26.1,23.8,30.3,26.5,0.3,Mưa không đáng kể
11/10/2018,284,0.1,8.3,33.5,29.2,26.6,18.1,32.5,31.1,0.5,Mưa không đáng kể
12/10/2018,285,73.0,8.2,32.5,28.3,23.6,15.2,32.2,30.2,0.3,Mưa rất to
13/10/2018,286,33.7,8.0,31.8,28.7,24.5,13.6,32.1,30.6,1.5,Mưa to
14/10/2018,287,0.0,7.1,32.8,28.6,26.0,16.2,32.3,31.1,0.5,Không mưa
15/10/2018,288,0.1,9.4,32.8,28.9,26.1,18.1,31.5,29.7,0.8,Mưa không đáng kể
16/10/2018,289,1.7,6.8,32.7,28.2,25.7,17.0,32.2,29.8,0.3,Mưa
17/10/2018,290,3.1,7.0,32.1,28.3,26.1,14.6,32.2,30.1,0.3,Mưa nhỏ
18/10/2018,291,0.1,8.0,32.5,28.3,25.5,14.6,31.8,30.6,0.3,Mưa không đáng kể
19/10/2018,292,13.5,4.0,30.9,26.4,23.1,12.1,30.3,28.9,0.8,Mưa vừa
20/10/2018,293,2.0,5.8,31.5,27.2,24.6,11.2,30.7,30.4,0.8,Mưa
21/10/2018,294,0.1,9.6,33.8,28.8,25.1,20.4,31.2,29.9,0.3,Mưa không đáng kể
22/10/2018,295,0.1,7.4,32.6,29.0,25.6,14.1,32.8,31.8,0.8,Mưa không đáng kể
23/10/2018,296,12.4,8.6,32.5,27.7,24.6,14.3,31.8,30.9,0.8,Mưa vừa
24/10/2018,297,24.9,2.2,28.6,26.0,24.6,2.8,31.8,30.9,0.8,Mưa vừa
25/10/2018,298,0.0,9.5,32.5,28.4,24.6,16.3,31.8,31.2,0.3,Không mưa
26/10/2018,299,0.1,8.9,33.1,29.2,26.6,17.9,32.1,31.4,0.8,Mưa không đáng kể
27/10/2018,300,0.2,9.3,33.5,29.1,25.4,18.8,32.0,30.9,1.0,Mưa không đáng kể
28/10/2018,301,0.3,9.0,33.7,29.3,26.5,18.8,32.0,29.6,1.0,Mưa không đáng kể
29/10/2018,302,0.1,9.5,33.8,29.5,26.1,22.4,30.7,27.9,0.3,Mưa không đáng kể
30/10/2018,303,0.1,9.5,32.2,28.3,25.1,25.9,26.5,21.2,1.0,Mưa không đáng kể
31/10/2018,304,0.2,9.5,31.5,26.8,22.6,21.5,23.9,21.3,1.0,Mưa không đáng kể
1/11/2018,305,0.2,9.5,31.5,27.3,24.1,21.7,25.0,22.7,0.5,Mưa không đáng kể
2/11/2018,306,0.0,8.3,31.7,28.2,25.5,18.4,28.2,26.3,0.3,Không mưa
3/11/2018,307,34.0,8.7,33.0,27.5,24.2,16.5,29.5,23.4,0.3,Mưa to
4/11/2018,308,14.0,9.0,32.2,27.8,23.6,16.4,31.1,30.0,0.0,Mưa vừa
5/11/2018,309,21.2,7.9,33.3,27.8,23.6,15.0,31.2,28.5,0.0,Mưa vừa
6/11/2018,310,0.1,8.3,32.5,28.8,25.3,17.7,30.9,28.7,0.0,Mưa không đáng kể
7/11/2018,311,14.4,2.3,30.0,27.4,24.6,10.2,29.6,28.9,1.5,Mưa vừa
8/11/2018,312,2.2,8.4,32.2,27.5,25.1,17.3,31.1,29.7,1.0,Mưa
9/11/2018,313,0.3,8.8,32.5,28.3,24.9,19.0,30.2,29.1,0.5,Mưa không đáng kể
10/11/2018,314,0.1,9.3,33.1,28.8,25.4,19.9,30.5,28.5,0.0,Mưa không đáng kể
11/11/2018,315,0.3,8.6,33.0,28.8,25.6,18.4,32.1,30.8,0.0,Mưa không đáng kể
12/11/2018,316,0.0,7.8,32.3,28.4,25.6,16.0,31.6,30.2,0.0,Không mưa
13/11/2018,317,0.1,7.5,32.1,28.0,25.3,15.7,31.8,30.5,0.5,Mưa không đáng kể
14/11/2018,318,0.3,8.5,32.0,28.5,25.6,15.8,31.9,30.7,0.3,Mưa không đáng kể
15/11/2018,319,0.2,5.0,32.1,28.0,25.0,16.0,30.7,29.5,0.3,Mưa không đáng kể
16/11/2018,320,0.2,7.9,32.9,27.3,25.1,14.2,31.2,30.5,0.0,Mưa không đáng kể
17/11/2018,321,0.2,4.3,32.6,28.2,25.1,14.6,31.8,31.2,0.0,Mưa không đáng kể
18/11/2018,322,0.0,6.1,32.4,27.7,24.8,16.3,31.3,30.8,0.0,Không mưa
19/11/2018,323,31.4,3.5,30.2,26.7,24.1,11.8,31.2,30.4,0.0,Mưa to
20/11/2018,324,0.1,9.5,32.3,28.4,25.6,18.9,29.8,27.9,0.5,Mưa không đáng kể
21/11/2018,325,0.1,9.5,33.1,28.1,24.1,17.0,30.2,29.3,0.0,Mưa không đáng kể
22/11/2018,326,0.0,9.3,32.5,27.7,24.6,15.9,29.6,28.6,0.0,Không mưa
23/11/2018,327,0.1,8.9,33.3,28.4,25.6,20.0,29.6,27.6,0.3,Mưa không đáng kể
24/11/2018,328,0.0,5.3,30.7,27.7,25.7,14.0,29.2,28.2,0.5,Không mưa
25/11/2018,329,0.1,0.0,29.0,27.3,25.6,10.1,29.2,28.5,0.5,Mưa không đáng kể
26/11/2018,330,8.4,0.5,27.8,24.3,23.0,5.3,28.5,26.8,1.8,Mưa vừa
27/11/2018,331,0.5,6.1,32.0,25.8,22.5,11.6,29.2,27.1,0.3,Mưa
28/11/2018,332,0.1,8.5,31.6,27.2,24.4,15.3,30.2,29.1,0.0,Mưa không đáng kể
29/11/2018,333,0.2,8.0,31.7,27.4,24.6,11.2,31.0,29.7,0.3,Mưa không đáng kể
30/11/2018,334,0.1,7.5,31.9,28.0,25.4,13.3,31.3,29.8,0.5,Mưa không đáng kể
1/12/2018,335,0.1,9.6,33.6,28.6,25.0,19.4,31.4,30.3,0.0,Mưa không đáng kể
2/12/2018,336,1.8,8.4,33.8,28.8,25.0,19.7,31.0,30.0,0.3,Mưa
3/12/2018,337,0.3,8.9,33.5,28.7,25.2,17.2,30.7,28.8,0.3,Mưa không đáng kể
4/12/2018,338,0.1,9.1,33.6,29.2,25.5,19.7,32.0,31.2,0.0,Mưa không đáng kể
5/12/2018,339,0.1,8.9,33.0,28.6,25.4,19.0,30.7,29.1,0.0,Mưa không đáng kể
6/12/2018,340,0.3,9.2,33.5,28.7,25.0,19.9,29.8,29.1,0.3,Mưa không đáng kể
7/12/2018,341,0.3,6.4,32.5,27.7,25.4,15.3,31.9,31.6,0.0,Mưa không đáng kể
8/12/2018,342,0.1,7.1,32.5,28.6,25.5,19.9,30.3,28.4,0.0,Mưa không đáng kể
9/12/2018,343,0.1,8.2,32.4,28.1,24.6,15.8,30.3,29.4,0.0,Mưa không đáng kể
10/12/2018,344,0.2,7.5,32.3,28.5,25.7,17.3,30.0,28.3,0.0,Mưa không đáng kể
11/12/2018,345,0.0,4.1,31.7,26.8,25.5,7.5,31.0,28.2,0.0,Không mưa
12/12/2018,346,0.0,8.6,32.0,28.0,25.0,18.3,30.2,28.2,0.0,Không mưa
13/12/2018,347,0.1,4.5,31.7,28.2,25.2,15.2,29.6,27.7,0.5,Mưa không đáng kể
14/12/2018,348,0.7,6.8,32.7,28.2,24.0,20.5,29.2,27.9,0.3,Mưa
15/12/2018,349,1.4,6.6,32.4,28.0,25.2,18.5,29.8,27.9,0.3,Mưa
16/12/2018,350,14.3,3.9,30.0,27.1,24.5,12.8,30.2,28.9,1.0,Mưa vừa
17/12/2018,351,0.3,6.1,32.0,28.1,24.8,17.8,28.5,27.7,0.3,Mưa không đáng kể
18/12/2018,352,0.0,9.0,31.7,27.9,24.5,16.0,28.6,26.5,0.3,Không mưa
19/12/2018,353,0.1,3.4,29.5,27.3,25.0,10.7,30.6,28.6,0.0,Mưa không đáng kể
20/12/2018,354,0.2,9.0,32.0,27.6,24.2,16.6,29.7,28.6,0.3,Mưa không đáng kể
21/12/2018,355,0.1,6.2,31.7,27.7,24.5,17.8,29.9,27.7,0.0,Mưa không đáng kể
22/12/2018,356,0.2,8.1,32.1,28.0,24.5,17.2,29.5,28.2,0.0,Mưa không đáng kể
23/12/2018,357,0.0,7.9,32.2,28.0,25.0,15.6,29.2,27.3,0.0,Không mưa
24/12/2018,358,0.3,7.3,33.5,29.0,25.5,22.5,27.9,27.0,0.0,Mưa không đáng kể
25/12/2018,359,0.2,8.1,32.5,28.4,25.3,20.1,29.2,28.0,0.0,Mưa không đáng kể
26/12/2018,360,63.5,2.8,29.8,26.6,23.2,9.7,30.6,28.1,0.3,Mưa rất to
27/12/2018,361,16.8,3.6,31.0,26.2,23.5,11.4,29.9,28.1,0.0,Mưa vừa
28/12/2018,362,1.2,6.8,31.2,26.9,23.8,18.6,28.3,25.9,0.5,Mưa
29/12/2018,363,4.5,7.4,32.1,27.3,24.5,19.8,28.5,27.2,0.8,Mưa nhỏ
30/12/2018,364,7.3,4.6,30.7,27.0,24.0,16.0,28.2,26.7,0.0,Mưa nhỏ
31/12/2018,365,0.2,8.8,30.9,26.8,24.0,16.3,24.6,23.2,1.0,Mưa không đáng kể
1/1/2019,366,0.2,6.5,28.3,25.4,23.1,13.4,24.1,23.1,1.3,Mưa không đáng kể
2/1/2019,367,1.3,0.0,25.7,23.9,22.8,8.3,23.8,22.8,0.8,Mưa
3/1/2019,368,0.0,1.9,28.5,25.8,23.6,12.4,25.4,24.2,0.8,Không mưa
4/1/2019,369,0.8,5.8,32.0,26.7,23.6,14.5,27.3,25.7,0.8,Mưa
5/1/2019,370,0.2,9.5,32.6,27.4,23.2,18.2,26.5,23.7,1.5,Mưa không đáng kể
6/1/2019,371,0.1,8.6,32.7,27.4,23.4,18.2,27.4,26.9,0.0,Mưa không đáng kể
7/1/2019,372,0.1,9.5,32.4,27.4,24.1,20.8,26.5,24.9,0.3,Mưa không đáng kể
8/1/2019,373,0.2,7.5,30.7,26.9,23.7,16.8,27.3,26.2,0.0,Mưa không đáng kể
9/1/2019,374,0.2,9.3,31.5,26.9,23.1,16.5,27.6,26.7,0.8,Mưa không đáng kể
10/1/2019,375,0.1,9.4,32.2,27.7,24.1,19.2,27.5,27.3,0.0,Mưa không đáng kể
11/1/2019,376,0.3,9.2,32.2,27.4,23.1,18.0,26.7,26.3,0.5,Mưa không đáng kể
12/1/2019,377,0.2,6.0,32.2,28.0,25.3,17.7,28.1,27.2,0.3,Mưa không đáng kể
13/01/2019,378,0.3,8.8,31.9,28.3,25.6,17.8,28.5,26.9,0.3,Mưa không đáng kể
14/01/2019,379,0.2,9.6,31.7,27.1,23.6,16.3,26.4,25.7,0.3,Mưa không đáng kể
15/01/2019,380,0.2,9.7,32.2,27.6,24.1,16.5,27.3,27.2,0.0,Mưa không đáng kể
16/01/2019,381,0.2,5.1,31.2,26.9,25.1,14.1,27.8,26.2,0.8,Mưa không đáng kể
17/01/2019,382,5.0,6.5,31.7,27.2,24.1,15.2,28.5,27.9,0.0,Mưa nhỏ
18/01/2019,383,1.9,8.5,31.5,27.4,24.2,19.7,26.3,24.2,0.3,Mưa
19/01/2019,384,0.0,9.6,30.5,26.7,23.3,14.9,25.0,23.6,0.0,Không mưa
20/01/2019,385,0.0,9.6,31.5,26.9,23.3,16.6,26.8,26.0,0.0,Không mưa
21/01/2019,386,0.1,9.2,31.6,27.3,23.8,17.2,27.1,27.0,0.3,Mưa không đáng kể
22/01/2019,387,0.0,7.7,32.2,27.7,24.4,21.7,27.3,24.5,0.3,Không mưa
23/01/2019,388,0.1,7.1,29.5,26.5,24.1,16.6,26.1,23.3,0.0,Mưa không đáng kể
24/01/2019,389,0.1,9.4,30.7,25.5,21.6,24.2,22.3,17.7,0.3,Mưa không đáng kể
25/01/2019,390,0.0,9.5,30.6,25.2,20.6,20.2,22.9,21.8,0.3,Không mưa
26/01/2019,391,0.1,8.9,30.0,24.9,21.7,12.8,25.0,24.1,0.3,Mưa không đáng kể
27/01/2019,392,0.2,8.7,31.6,26.2,22.1,18.8,22.5,22.3,0.5,Mưa không đáng kể
28/01/2019,393,0.1,4.2,30.0,25.8,23.1,12.5,26.0,24.3,0.3,Mưa không đáng kể
29/01/2019,394,0.0,8.9,31.4,26.5,22.9,18.2,25.8,24.8,0.0,Không mưa
30/01/2019,395,0.2,9.2,33.0,27.2,22.9,17.8,27.3,26.3,0.0,Mưa không đáng kể
31/01/2019,396,0.0,8.7,31.5,26.8,23.6,20.5,24.6,23.4,0.5,Không mưa
1/2/2019,397,0.1,9.5,31.1,26.4,22.9,14.8,26.5,25.1,0.0,Mưa không đáng kể
2/2/2019,398,0.1,6.1,32.0,27.3,24.5,14.6,27.1,25.8,0.8,Mưa không đáng kể
3/2/2019,399,0.2,9.3,32.4,27.5,23.7,20.7,27.2,25.8,0.5,Mưa không đáng kể
4/2/2019,400,0.2,9.2,31.7,27.1,24.0,15.1,28.6,28.0,0.3,Mưa không đáng kể
5/2/2019,401,0.2,7.6,31.6,26.6,23.3,15.9,27.7,26.3,0.0,Mưa không đáng kể
6/2/2019,402,0.1,7.0,31.7,26.7,23.1,16.5,26.6,25.9,0.3,Mưa không đáng kể
7/2/2019,403,0.0,9.5,32.7,26.8,22.9,16.5,27.1,26.6,0.0,Không mưa
8/2/2019,404,0.1,9.5,33.4,27.4,23.9,17.7,28.5,27.5,0.3,Mưa không đáng kể
9/2/2019,405,0.3,7.6,32.0,27.1,23.9,16.2,28.1,27.4,0.3,Mưa không đáng kể
10/2/2019,406,0.0,6.6,31.5,26.4,22.6,15.9,25.5,24.2,0.3,Không mưa
11/2/2019,407,0.1,9.0,33.0,26.8,21.8,23.2,24.2,22.8,0.0,Mưa không đáng kể
12/2/2019,408,0.1,6.8,33.2,27.6,24.1,22.7,26.7,25.7,0.3,Mưa không đáng kể
13/02/2019,409,0.1,9.6,33.2,27.5,23.5,26.1,24.4,22.3,0.0,Mưa không đáng kể
14/02/2019,410,0.1,9.5,33.4,27.3,22.8,26.2,23.5,20.3,0.5,Mưa không đáng kể
15/02/2019,411,0.2,9.7,33.1,27.2,23.5,27.8,22.3,18.4,0.8,Mưa không đáng kể
16/02/2019,412,0.3,9.6,34.0,26.8,21.8,25.7,22.9,20.4,0.8,Mưa không đáng kể
17/02/2019,413,0.3,9.4,32.7,27.0,22.8,21.1,24.9,23.9,0.8,Mưa không đáng kể
18/02/2019,414,0.3,8.9,32.7,27.5,22.8,21.9,25.3,23.3,0.5,Mưa không đáng kể
19/02/2019,415,0.2,9.3,33.6,27.5,23.1,22.4,25.5,24.3,0.8,Mưa không đáng kể
20/02/2019,416,0.2,9.7,34.4,27.6,23.1,24.4,25.3,23.6,0.0,Mưa không đáng kể
21/02/2019,417,0.1,9.9,33.6,28.0,23.8,23.9,27.4,25.8,0.5,Mưa không đáng kể
22/02/2019,418,0.3,8.8,32.6,27.6,24.9,18.2,28.5,27.7,1.0,Mưa không đáng kể
23/02/2019,419,0.0,7.0,31.7,26.9,23.6,20.6,26.2,24.6,0.5,Không mưa
24/02/2019,420,0.1,10.0,33.0,26.7,22.2,24.1,24.0,22.9,0.3,Mưa không đáng kể
25/02/2019,421,0.1,9.8,33.6,27.1,23.0,26.7,24.8,22.7,0.5,Mưa không đáng kể
26/02/2019,422,0.3,9.6,33.4,27.2,23.1,24.3,24.3,21.2,0.8,Mưa không đáng kể
27/02/2019,423,0.3,9.8,34.0,27.6,22.9,28.6,24.3,22.3,0.5,Mưa không đáng kể
28/02/2019,424,0.1,9.3,33.6,27.2,23.5,23.1,25.2,24.1,0.3,Mưa không đáng kể
1/3/2019,425,0.1,9.4,33.0,27.4,23.3,24.1,26.1,24.5,0.8,Mưa không đáng kể
2/3/2019,426,0.2,9.5,33.0,26.9,23.0,23.5,24.9,23.3,0.5,Mưa không đáng kể
3/3/2019,427,0.2,9.9,32.7,26.6,20.8,23.0,24.0,23.2,0.3,Mưa không đáng kể
4/3/2019,428,0.1,9.7,32.7,26.6,20.8,21.3,24.7,24.4,0.5,Mưa không đáng kể
5/3/2019,429,0.2,9.9,33.0,26.2,21.6,24.7,22.7,19.7,1.0,Mưa không đáng kể
6/3/2019,430,0.1,10.0,34.0,26.7,22.2,30.0,23.1,20.0,0.8,Mưa không đáng kể
7/3/2019,431,0.3,9.6,35.0,27.5,21.8,28.3,24.8,23.4,1.3,Mưa không đáng kể
8/3/2019,432,0.2,9.1,34.0,28.1,24.5,25.4,25.5,22.8,0.5,Mưa không đáng kể
9/3/2019,433,0.1,9.8,34.6,27.8,23.5,28.2,24.7,20.4,0.5,Mưa không đáng kể
10/3/2019,434,0.0,10.0,35.5,28.5,23.8,28.8,24.8,19.5,0.8,Không mưa
11/3/2019,435,0.1,9.5,36.5,28.6,23.3,34.9,25.8,22.0,0.8,Mưa không đáng kể
12/3/2019,436,0.3,9.7,35.0,28.3,24.0,25.7,27.0,26.1,0.3,Mưa không đáng kể
13/03/2019,437,0.1,9.1,35.2,29.1,24.8,28.3,26.4,24.9,0.0,Mưa không đáng kể
14/03/2019,438,0.0,8.4,34.5,29.2,25.2,28.8,26.3,23.5,0.5,Không mưa
15/03/2019,439,0.1,8.7,34.5,29.0,24.5,28.1,26.7,23.6,0.8,Mưa không đáng kể
16/03/2019,440,0.1,7.0,34.8,29.1,25.6,25.2,26.3,23.9,0.5,Mưa không đáng kể
17/03/2019,441,2.6,5.7,34.0,28.6,25.5,22.4,27.5,26.9,0.0,Mưa
18/03/2019,442,0.2,8.1,35.0,29.2,25.0,29.9,26.1,23.8,0.0,Mưa không đáng kể
19/03/2019,443,0.0,7.7,34.7,29.0,25.0,27.7,25.2,21.8,0.8,Không mưa
20/03/2019,444,0.0,8.8,33.8,28.8,24.7,25.4,26.5,24.9,0.5,Không mưa
21/03/2019,445,0.3,9.6,35.2,28.9,24.7,31.1,25.0,21.0,1.0,Mưa không đáng kể
22/03/2019,446,0.1,9.6,35.6,29.3,25.5,27.9,27.9,27.1,1.5,Mưa không đáng kể
23/03/2019,447,0.2,6.9,35.5,29.2,25.5,26.6,27.0,25.5,0.8,Mưa không đáng kể
24/03/2019,448,0.3,9.6,36.0,29.0,25.5,29.7,26.8,23.5,1.0,Mưa không đáng kể
25/03/2019,449,6.2,4.3,33.5,28.3,26.2,21.6,28.1,25.9,0.0,Mưa nhỏ
26/03/2019,450,0.1,8.1,34.6,29.0,25.2,28.9,26.1,22.1,0.8,Mưa không đáng kể
27/03/2019,451,0.3,8.9,34.7,28.7,25.0,29.2,25.7,23.4,0.8,Mưa không đáng kể
28/03/2019,452,0.2,9.6,35.4,28.9,24.9,29.5,26.0,24.5,1.0,Mưa không đáng kể
29/03/2019,453,0.2,9.1,35.8,29.7,25.1,31.6,26.3,22.2,0.5,Mưa không đáng kể
30/03/2019,454,0.3,8.4,36.0,29.7,25.5,30.7,27.0,25.2,1.0,Mưa không đáng kể
31/03/2019,455,0.2,9.0,35.6,29.4,26.0,28.7,27.0,23.9,1.3,Mưa không đáng kể
1/4/2019,456,0.6,8.5,34.0,28.8,25.5,25.2,28.1,25.1,0.0,Mưa
2/4/2019,457,0.2,10.1,35.1,29.8,25.1,33.2,26.2,20.9,0.3,Mưa không đáng kể
3/4/2019,458,0.3,8.9,35.0,28.5,24.7,25.8,28.3,27.1,0.0,Mưa không đáng kể
4/4/2019,459,0.1,5.4,34.5,28.4,25.8,22.4,30.0,27.9,0.5,Mưa không đáng kể
5/4/2019,460,0.6,8.1,35.3,29.2,25.5,26.4,27.7,25.1,0.5,Mưa
6/4/2019,461,0.2,9.3,34.4,29.5,25.5,28.3,27.5,23.4,0.5,Mưa không đáng kể
7/4/2019,462,0.0,7.0,34.2,29.4,25.5,23.3,27.0,25.0,0.3,Không mưa
8/4/2019,463,0.1,8.0,34.6,30.0,26.0,25.4,29.7,27.2,0.3,Mưa không đáng kể
9/4/2019,464,0.2,9.9,35.5,29.9,25.5,30.9,26.7,23.4,0.0,Mưa không đáng kể
10/4/2019,465,0.2,9.9,35.5,30.2,26.1,28.9,27.5,24.8,0.8,Mưa không đáng kể
11/4/2019,466,0.1,6.8,36.5,30.6,25.5,30.6,29.5,25.7,0.5,Mưa không đáng kể
12/4/2019,467,0.0,5.9,35.7,30.4,26.0,28.7,31.0,27.9,0.3,Không mưa
13/04/2019,468,0.3,10.2,36.0,30.5,26.0,30.2,29.6,26.1,1.5,Mưa không đáng kể
14/04/2019,469,0.0,10.3,35.7,30.8,26.5,30.1,28.8,25.5,1.3,Không mưa
15/04/2019,470,0.3,10.0,36.6,31.1,26.8,28.3,29.7,24.5,0.5,Mưa không đáng kể
16/04/2019,471,0.1,9.7,36.5,31.0,26.5,25.3,31.0,28.8,0.0,Mưa không đáng kể
17/04/2019,472,0.1,9.2,36.6,31.1,26.3,32.6,30.4,26.8,0.3,Mưa không đáng kể
18/04/2019,473,8.4,6.6,35.3,30.6,26.7,20.0,32.1,29.7,0.5,Mưa vừa
19/04/2019,474,1.4,9.8,35.7,30.7,26.6,24.9,32.0,30.7,0.5,Mưa
20/04/2019,475,0.0,5.4,35.5,30.5,27.2,23.0,33.0,32.3,0.5,Không mưa
21/04/2019,476,0.2,9.8,35.8,30.7,26.3,25.6,30.3,26.8,0.3,Mưa không đáng kể
22/04/2019,477,0.3,10.1,36.3,30.5,26.0,28.9,28.4,25.8,0.5,Mưa không đáng kể
23/04/2019,478,0.1,10.1,36.1,30.9,26.0,29.0,29.7,27.6,0.0,Mưa không đáng kể
24/04/2019,479,0.2,7.2,35.7,30.9,27.0,24.9,31.5,30.7,0.8,Mưa không đáng kể
25/04/2019,480,0.2,8.9,35.8,30.8,27.0,24.8,30.4,29.6,0.0,Mưa không đáng kể
26/04/2019,481,0.2,7.0,35.5,30.7,27.2,24.9,31.2,29.8,0.0,Mưa không đáng kể
27/04/2019,482,0.2,8.0,36.2,30.2,26.5,31.7,28.6,24.6,0.5,Mưa không đáng kể
28/04/2019,483,59.4,3.5,36.5,29.2,24.6,25.4,31.9,30.6,0.8,Mưa rất to
29/04/2019,484,0.4,8.9,34.0,28.8,25.0,18.3,29.8,27.9,0.3,Mưa
30/04/2019,485,0.2,5.6,34.0,29.6,26.0,20.5,30.7,29.2,0.5,Mưa không đáng kể
1/5/2019,486,0.2,7.0,36.0,30.5,27.0,27.5,31.1,29.0,0.5,Mưa không đáng kể
2/5/2019,487,0.3,8.6,35.3,30.8,27.3,25.6,31.1,29.4,1.0,Mưa không đáng kể
3/5/2019,488,0.3,9.1,35.7,29.9,25.8,22.6,30.7,29.1,0.8,Mưa không đáng kể
4/5/2019,489,0.1,9.6,35.6,29.2,27.2,23.4,29.9,25.5,1.3,Mưa không đáng kể
5/5/2019,490,0.1,9.4,36.0,30.2,26.6,28.3,29.8,27.6,0.8,Mưa không đáng kể
6/5/2019,491,0.2,10.2,35.7,31.3,27.8,28.3,31.5,28.8,1.5,Mưa không đáng kể
7/5/2019,492,0.1,7.9,36.0,31.1,27.5,28.2,31.6,29.6,1.5,Mưa không đáng kể
8/5/2019,493,0.2,7.4,35.0,30.1,27.5,24.3,30.3,24.9,0.8,Mưa không đáng kể
9/5/2019,494,0.0,5.1,32.6,29.3,27.6,16.7,32.1,30.1,1.0,Không mưa
10/5/2019,495,0.2,3.4,33.5,28.5,26.6,18.9,29.6,27.8,1.3,Mưa không đáng kể
11/5/2019,496,76.9,3.2,33.5,26.9,24.8,7.1,30.7,27.7,0.3,Mưa rất to
12/5/2019,497,3.8,1.0,30.8,27.3,25.1,10.4,29.7,29.3,0.3,Mưa nhỏ
13/05/2019,498,12.1,7.2,32.6,28.1,25.5,13.7,29.5,28.3,0.5,Mưa vừa
14/05/2019,499,13.4,7.3,33.0,28.7,26.3,13.0,30.8,28.5,0.3,Mưa vừa
15/05/2019,500,0.1,9.7,35.2,29.4,26.5,20.9,31.1,29.5,0.8,Mưa không đáng kể
16/05/2019,501,5.0,6.4,33.0,28.8,26.3,12.4,31.5,28.8,1.0,Mưa nhỏ
17/05/2019,502,0.0,10.1,34.7,29.8,26.2,26.0,30.2,27.5,1.3,Không mưa
18/05/2019,503,0.0,10.1,34.8,30.2,27.0,24.1,31.6,30.0,0.8,Không mưa
19/05/2019,504,0.1,10.0,36.0,30.9,27.2,28.3,31.0,28.8,1.8,Mưa không đáng kể
20/05/2019,505,17.0,9.5,35.0,30.5,27.5,25.5,31.2,29.2,0.5,Mưa vừa
21/05/2019,506,24.4,7.0,34.2,29.9,27.0,19.6,32.2,30.7,0.8,Mưa vừa
22/05/2019,507,2.6,4.4,34.4,27.5,25.4,8.5,30.6,27.1,0.8,Mưa
23/05/2019,508,0.2,7.3,34.7,29.4,26.0,23.3,30.5,29.2,0.5,Mưa không đáng kể
24/05/2019,509,0.2,9.1,34.8,29.8,26.9,21.6,30.7,28.1,0.3,Mưa không đáng kể
25/05/2019,510,0.1,7.5,34.7,30.0,26.5,24.1,30.7,29.9,1.3,Mưa không đáng kể
26/05/2019,511,6.0,4.8,33.2,28.0,26.5,10.4,30.4,28.7,0.0,Mưa nhỏ
